type_of_room,account_number,capacity_of_persons,ability_to_publish_information,district,community,city,street,building_number,latitude,longitude
Найпростіше укриття,,20,так,Львівський,Львівська,Львів,Генерала Дмитра Грицая,24,49.8264369,24.048879636367637
Найпростіше укриття,,30,так,Львівський,Щирецька,Попеляни,Шевченка,143,,
Найпростіше укриття,,34,так,Львівський,Львівська,Львів,Солодова,4,49.8410428,24.048028083913927
Найпростіше укриття,,24,так,Львівський,Львівська,Львів,Кубанська,4,49.82401725,24.0387709168097
Найпростіше укриття,,792,так,Львівський,Львівська,Львів,Патона,13,49.8224557,23.96376557306001
Найпростіше укриття,,49,так,Львівський,Львівська,Львів,Джорджа Вашингтона,4А/10,49.81420789303479,24.06726342197403
Найпростіше укриття,,22,так,Львівський,Львівська,Львів,Солодова,7,49.841503,24.048644042732775
Найпростіше укриття,,180,так,Львівський,Львівська,Львів,Богдана Хмельницького,163,49.85473455,24.044147918316316
Найпростіше укриття,,400,так,Львівський,Львівська,Львів,Кругова,10,49.845938450000006,23.967639559991433
Найпростіше укриття,,30,так,Львівський,Львівська,Львів,Патріарха Любомира Гузара,29,,
Найпростіше укриття,,20,так,Львівський,Львівська,Львів,Генерала Дмитра Грицая,26,49.826386549999995,24.04902051422603
Найпростіше укриття,,49,так,Львівський,Львівська,Львів,Джорджа Вашингтона,4А/11,49.81420789303479,24.06726342197403
Найпростіше укриття,,190,так,Львівський,Львівська,Львів,Богдана Хмельницького,165,49.855028000000004,24.044404657728702
Найпростіше укриття,,175,так,Львівський,Львівська,Львів,Коротка,2,49.83779825,24.00444379211174
Найпростіше укриття,,28,так,Львівський,Львівська,Львів,Патріарха Любомира Гузара,29А,,
Найпростіше укриття,,49,так,Львівський,Львівська,Львів,Джорджа Вашингтона,4Б,49.81420789303479,24.06726342197403
Найпростіше укриття,,37,так,Львівський,Львівська,Львів,Генерала Дмитра Грицая,4,49.8272287,24.046547997279323
Найпростіше укриття,,90,так,Львівський,Львівська,Львів,Богдана Хмельницького,167,49.85511085,24.044497022000673
Найпростіше укриття,,50,так,Львівський,Львівська,Львів,Студентська,3,49.83007215,24.0466199
